driver_id,name,email,phone,registration_date,vehicle_type,license_plate,city,rating,is_active
DRV000994,Juan Castillo,juan.c@hotmail.com,+1-510-782-5299,2025-01-16,Sedan,IJV7069,North Beach,4.36,True
DRV000995,Hannah Sparks,hannahsparks@yahoo.com,+1-650-243-6781,2026-01-10,SUV,8IUY512,North Beach,4.58,False
DRV000996,Noah Beard,noahbeard@aol.com,+1-831-629-1401,2025-12-29,Sedan,UJW3447,Haight-Ashbury,2.89,True
DRV000997,Christina Osborn,christinaosborn@icloud.com,+1-650-422-2553,2026-02-16,SUV,8DIA501,SOMA,4.26,True
DRV000998,Austin Simon,austinsimon@outlook.com,+1-209-643-8128,2026-02-07,Sedan,EZB2736,Mission District,4.62,False
DRV000999,Randy Booker,randy87@yahoo.com,+1-408-731-9097,2026-03-31,Sedan,KAI3598,Castro,3.56,True
DRV001000,Alexis Horne,alexis.h@gmail.com,+1-650-742-5618,2025-12-03,Sedan,6UWJ584,Mission District,4.51,True
DRV001001,Jack Hoover,jackhoover@hotmail.com,+1-408-520-8801,2026-02-06,SUV,OPI4184,Mountain View,4.09,True
DRV001002,Samuel Fuentes,samuelfuentes@aol.com,+1-408-455-9005,2026-01-06,Sedan,XIW7293,San Jose,4.61,True
DRV001003,Samuel Bennett,sbennett@outlook.com,+1-925-268-8364,2026-02-02,Luxury,4UHD968,San Jose,3.55,True
DRV001004,Amy Carpenter,amy.carpenter@hotmail.com,+1-707-835-8906,2025-01-29,SUV,UYM6147,Financial District,4.38,False
DRV001005,Stephanie Nash,stephanie.n@icloud.com,+1-510-502-1992,2025-12-18,Sedan,FUH7160,Haight-Ashbury,4.71,True
DRV001006,John Mccormick,johnmccormick@yahoo.com,+1-925-225-1472,2025-04-29,Economy,TCM3418,North Beach,4.54,True
DRV001007,Carl Silva,csilva@hotmail.com,+1-510-480-8470,2025-12-26,Economy,8HPI117,Mission District,4.62,True
DRV001008,Katherine Morse,katherine71@yahoo.com,+1-707-937-7144,2025-06-27,Sedan,QQK6351,Financial District,3.98,False
DRV001009,William Morrison,william46@icloud.com,+1-415-723-1915,2026-01-25,Sedan,SMY3292,SOMA,3.35,True
DRV001010,Dorothy Wheeler,dorothy21@hotmail.com,+1-707-283-7760,2025-02-27,SUV,2MON757,San Jose,4.61,True
DRV001011,Michelle Velez,michellevelez@outlook.com,+1-650-318-5272,2025-12-29,Luxury,1QOB963,Berkeley,4.78,True
DRV001012,David Rivera,davidrivera@yahoo.com,+1-650-712-6234,2025-10-04,Luxury,7ATM785,Berkeley,4.33,True
DRV001013,Austin Bailey,austinbailey@icloud.com,+1-415-413-4760,2026-03-09,Sedan,ASP7031,Chinatown,4.53,False
DRV001014,Kevin Short,kevinshort@icloud.com,+1-415-842-5610,2026-02-13,Economy,6NEF722,Pacific Heights,4.15,True
DRV001015,Katherine Guerrero,katherine.guerrero@aol.com,+1-925-662-1472,2026-04-01,Sedan,9UFC496,San Jose,4.65,True
DRV001016,Timothy Hart,timothy82@aol.com,+1-408-807-5970,2026-04-05,Luxury,1QFX963,Pacific Heights,3.48,True
DRV001017,Michael Park,michaelpark@yahoo.com,+1-707-411-9185,2025-10-21,Sedan,KIZ3707,Mountain View,3.78,True
DRV001018,Grace Buck,gracebuck@gmail.com,+1-510-200-1511,2026-02-06,Sedan,WYY5971,North Beach,4.05,True
DRV001019,Judy Mason,judy.mason@hotmail.com,+1-408-861-4125,2025-10-09,Economy,TJH1366,Pacific Heights,4.41,True
DRV001020,Donald Frank,donald28@outlook.com,+1-408-323-1497,2025-07-07,Sedan,YEC4847,North Beach,4.39,False
DRV001021,Dylan Barron,dylan44@gmail.com,+1-209-264-3511,2026-01-10,Economy,7RAM950,North Beach,3.94,True
DRV001022,Patricia Finley,patricia.finley@hotmail.com,+1-925-936-8850,2026-04-12,Sedan,5AHW340,Berkeley,4.22,True
DRV001023,James Buchanan,james.b@outlook.com,+1-209-437-1774,2026-04-14,SUV,2PLM267,Castro,4.57,True
DRV001024,Virginia Dodson,virginiadodson@hotmail.com,+1-707-616-3850,2025-06-18,SUV,JZT3418,Palo Alto,3.98,True
DRV001025,Christian Mckee,christian62@outlook.com,+1-510-816-5148,2024-09-21,Economy,IJM9834,Palo Alto,4.0,True
DRV001026,David Allison,davidallison@icloud.com,+1-707-753-3612,2026-03-30,SUV,OZU7493,Mission District,4.4,True
DRV001027,Mark Maynard,mark.maynard@icloud.com,+1-510-789-1066,2025-10-08,Sedan,9REF826,San Jose,4.88,True
DRV001028,Sandra Lamb,sandra.l@outlook.com,+1-831-424-6752,2026-04-30,SUV,RZF8432,SOMA,3.77,False
DRV001029,Bobby Payne,bobby.p@gmail.com,+1-209-347-2183,2026-03-02,Sedan,HTH4428,Chinatown,4.54,True
DRV001030,Edward Clark,edward.clark@hotmail.com,+1-510-412-4042,2024-07-05,Sedan,RBL2948,Haight-Ashbury,3.81,False
DRV001031,Jane Small,jane.s@hotmail.com,+1-707-597-7142,2025-10-31,Sedan,7QXQ707,Downtown SF,4.15,True
DRV001032,William Walter,william50@gmail.com,+1-925-917-8759,2024-02-04,Sedan,JOC6751,Oakland,4.92,True
DRV001033,Michael Molina,mmolina@gmail.com,+1-209-458-9908,2025-09-07,Luxury,4SSX565,Haight-Ashbury,3.76,True
DRV001034,Kathleen Roach,kathleen.roach@hotmail.com,+1-925-765-8392,2026-01-29,Sedan,7CRP791,San Jose,3.93,True
DRV001035,Martha Humphrey,martha.h@yahoo.com,+1-209-481-7359,2026-04-12,SUV,NSG2927,Berkeley,4.8,True
DRV001036,Brian Robles,brianrobles@gmail.com,+1-925-815-6429,2025-08-31,SUV,3ZBM355,Downtown SF,4.55,True
DRV001037,Philip Oconnor,poconnor@gmail.com,+1-925-387-4660,2026-04-28,Economy,8FLS218,Mission District,4.04,True
DRV001038,Kimberly Church,kimberly.church@outlook.com,+1-209-575-8044,2025-05-12,Economy,9XJO528,North Beach,4.6,True
DRV001039,Christina Barron,cbarron@gmail.com,+1-510-289-5305,2025-10-10,SUV,RMN4985,Mountain View,4.43,False
DRV001040,Emily Cole,emilycole@gmail.com,+1-650-880-4219,2026-02-07,SUV,9JGB908,Oakland,4.88,True
DRV001041,Joyce Reynolds,joyce.reynolds@yahoo.com,+1-408-350-5920,2026-03-15,Luxury,7ABU215,Chinatown,4.24,True
DRV001042,Madison Chang,madison11@yahoo.com,+1-707-449-8870,2025-11-04,Sedan,EMM2622,SOMA,3.99,True
DRV001043,Gabriel Donaldson,gabriel.donaldson@yahoo.com,+1-650-722-3382,2024-10-08,Sedan,BNZ3698,Marina,3.51,True
DRV001044,Joyce Waller,joycewaller@hotmail.com,+1-831-261-8075,2025-11-26,Van,6UAR482,Haight-Ashbury,4.07,True
DRV001045,Laura Medina,laura.m@icloud.com,+1-831-861-3576,2025-05-17,SUV,9HUL131,Haight-Ashbury,4.42,True
DRV001046,Nancy Webb,nancy.webb@hotmail.com,+1-925-602-5601,2025-08-11,Sedan,6HNI415,Palo Alto,4.46,False
DRV001047,Roger Stephenson,roger.s@aol.com,+1-650-680-6522,2025-12-23,SUV,8ZNQ164,Pacific Heights,4.08,True
DRV001048,Anna Parsons,anna.p@yahoo.com,+1-707-531-4922,2025-03-19,Economy,JHV9481,Oakland,4.67,True
DRV001049,Shirley Moon,shirleymoon@icloud.com,+1-650-988-5833,2026-03-21,Sedan,6SOF573,Financial District,3.31,True
DRV001050,Donald French,donaldfrench@yahoo.com,+1-707-387-9142,2026-01-02,SUV,7MHO650,Castro,4.43,True
DRV001051,Marilyn Ramos,marilyn.ramos@outlook.com,+1-831-203-2090,2026-03-27,Sedan,5YLZ697,Palo Alto,4.72,True
DRV001052,Judy Petersen,judy35@gmail.com,+1-831-843-9020,2026-04-22,Sedan,MKD3967,Mission District,4.69,True
DRV001053,Susan Hall,susan18@gmail.com,+1-925-330-2571,2025-10-24,Economy,RFX1981,Downtown SF,4.56,True
DRV001054,Danielle Padilla,dpadilla@yahoo.com,+1-408-425-5370,2026-04-06,Luxury,JGA6189,San Jose,3.66,True
DRV001055,Jerry Cunningham,jerry.c@gmail.com,+1-650-293-5419,2026-02-23,Economy,DGK4965,North Beach,4.27,True
DRV001056,Brian Richards,brian.richards@gmail.com,+1-408-887-6054,2025-08-14,Sedan,7LGW518,Berkeley,4.38,True
DRV001057,Joshua Charles,jcharles@gmail.com,+1-925-410-9053,2026-04-29,Economy,9IAN497,Palo Alto,3.79,True
DRV001058,Timothy Morrow,timothy.morrow@icloud.com,+1-831-372-7619,2024-10-15,SUV,6JHS336,Haight-Ashbury,4.32,True
DRV001059,Ethan Clark,ethan.c@yahoo.com,+1-510-663-1358,2026-04-06,Economy,6JAL556,Mountain View,4.52,True
DRV001060,Christina Pope,christinapope@hotmail.com,+1-707-466-8840,2025-11-16,Sedan,4WQP929,Marina,4.96,True
DRV001061,Maria Dickerson,mariadickerson@gmail.com,+1-650-294-1820,2025-06-18,Economy,9YLH979,Haight-Ashbury,4.49,True
DRV001062,Melissa Rios,melissa62@yahoo.com,+1-510-437-2511,2025-06-10,Economy,OUW3882,Pacific Heights,4.49,True
DRV001063,Adam Black,adam.black@yahoo.com,+1-510-268-2663,2026-04-25,Luxury,3NUO477,Berkeley,3.6,True
DRV001064,Harold Gardner,harold.gardner@hotmail.com,+1-650-984-5461,2025-11-25,Economy,ANB3211,SOMA,3.64,True
DRV001065,Michelle Castro,michelle.c@hotmail.com,+1-925-673-5027,2026-03-24,Economy,2SEP143,Mission District,4.55,False
DRV001066,Paul Smith,psmith@icloud.com,+1-209-893-7471,2026-04-30,Sedan,SXM9514,Castro,3.39,False
DRV001067,Theresa Hensley,theresa.h@outlook.com,+1-650-715-9187,2026-03-23,SUV,1FPJ405,Mission District,4.23,True
DRV001068,Joyce Huffman,joyce58@hotmail.com,+1-415-522-8982,2025-08-26,SUV,1FUT560,Palo Alto,4.34,True
DRV001069,Johnny Kennedy,johnny93@outlook.com,+1-408-345-1268,2024-04-13,Sedan,XGK8621,Castro,4.88,True
DRV001070,Noah Murray,noah.murray@yahoo.com,+1-650-855-2659,2025-11-22,SUV,1JXX993,Haight-Ashbury,4.58,True
DRV001071,Emma Cochran,emma.c@outlook.com,+1-415-690-2110,2025-10-16,Economy,4INA203,SOMA,4.39,True
DRV001072,Grace Sherman,grace.sherman@icloud.com,+1-408-845-9537,2026-02-03,Economy,8KUL736,Castro,4.39,True
DRV001073,Susan Mccall,susan.mccall@outlook.com,+1-209-643-9420,2025-12-17,Luxury,9SOB257,Mountain View,4.48,True
DRV001074,Frank Cline,frank66@yahoo.com,+1-650-980-4216,2026-03-10,Luxury,7HFB112,SOMA,4.27,True
DRV001075,Judy Arnold,judyarnold@outlook.com,+1-925-415-1009,2025-08-02,Sedan,EAS2082,Marina,4.42,True
DRV001076,Kevin English,kevin.english@aol.com,+1-209-550-7096,2026-03-25,Sedan,YGO6416,Oakland,4.48,True
DRV001077,Gerald Mendez,gerald.m@icloud.com,+1-925-808-5018,2026-03-25,SUV,1LHY407,North Beach,3.52,False
DRV001078,Julie Diaz,julie85@hotmail.com,+1-510-351-4663,2025-08-13,SUV,FYM3510,Mountain View,3.81,True
DRV001079,Sean Nixon,snixon@aol.com,+1-831-629-6426,2026-04-14,Sedan,4EMY167,San Jose,4.74,True
DRV001080,Joseph Booth,jbooth@yahoo.com,+1-831-684-1501,2025-11-20,Economy,6DGW603,Mountain View,4.18,False
DRV001081,Jesse Berry,jberry@yahoo.com,+1-925-449-3701,2026-03-21,Van,6PWC184,San Jose,4.31,True
DRV001082,Joshua Walls,jwalls@gmail.com,+1-650-252-1034,2026-03-11,Luxury,1DZJ802,Mountain View,4.06,False
DRV001083,Carolyn Barrera,carolyn.barrera@gmail.com,+1-650-517-6409,2026-03-23,SUV,2ZPV296,San Jose,4.03,True
DRV001084,Tyler Serrano,tyler23@icloud.com,+1-925-830-9619,2026-04-07,SUV,5DMW261,Oakland,4.7,True
DRV001085,Gloria Powell,gloria.p@yahoo.com,+1-925-232-7445,2026-03-03,Sedan,RSV6877,Chinatown,4.85,True
DRV001086,Abigail Fischer,abigailfischer@hotmail.com,+1-707-415-4943,2026-01-01,Economy,3ABW251,Mission District,3.91,False
DRV001087,Steven Burns,steven19@hotmail.com,+1-707-793-4919,2024-11-22,Sedan,LDQ5956,Mountain View,3.62,True
DRV001088,Cheryl Rasmussen,cheryl14@yahoo.com,+1-831-396-6653,2025-08-21,Sedan,1VUK932,North Beach,4.83,True
DRV001089,Diane Barton,dianebarton@hotmail.com,+1-831-874-6157,2024-09-17,Luxury,TWE3689,Pacific Heights,4.62,True
DRV001090,Walter Cain,walter.cain@yahoo.com,+1-408-725-9115,2026-02-22,SUV,XSK1151,Oakland,3.28,True
DRV001091,Debra Jacobson,debra57@gmail.com,+1-510-694-9209,2025-09-19,Sedan,3IRT617,Pacific Heights,3.68,True
DRV001092,Sara Joyce,sara.j@yahoo.com,+1-831-988-1645,2026-01-02,Luxury,9HZL391,Castro,4.71,True
DRV001093,Jesse Donaldson,jdonaldson@outlook.com,+1-209-823-4783,2023-12-20,Economy,VFG1634,Palo Alto,4.81,True
DRV001094,Dylan Maxwell,dylan60@gmail.com,+1-408-241-4633,2025-08-01,Economy,LKL2246,San Jose,2.94,False
DRV001095,Janice Bradshaw,janice.bradshaw@icloud.com,+1-925-987-1838,2025-12-04,SUV,4NOU975,Marina,3.92,False
DRV001096,Heather Branch,heatherbranch@icloud.com,+1-408-214-8036,2026-04-05,Economy,4YAD867,Berkeley,4.23,True
DRV001097,Willie Buchanan,willie95@outlook.com,+1-650-636-4343,2024-12-27,Sedan,JTH9885,Berkeley,4.77,True
DRV001098,Sarah Watson,sarah.watson@gmail.com,+1-408-267-5424,2026-01-11,Sedan,CLD9758,North Beach,4.86,True
DRV001099,Andrea Barrera,andrea88@gmail.com,+1-707-294-6787,2025-12-01,Economy,4OGA735,San Jose,4.53,False
DRV001100,Howard Price,howardprice@yahoo.com,+1-707-364-9553,2025-05-12,Sedan,NMY6757,Downtown SF,3.96,True
DRV001101,Heather Woodard,heather.w@outlook.com,+1-408-371-4115,2026-04-22,SUV,MPS4715,Palo Alto,4.55,True
DRV001102,Marie Sweeney,msweeney@outlook.com,+1-707-857-7043,2025-03-02,Sedan,1AEO117,Oakland,4.3,False
DRV001103,Albert Mckenzie,albert.mckenzie@hotmail.com,+1-209-287-3196,2025-07-03,Luxury,POD3224,North Beach,4.17,True
DRV001104,Julia Luna,julia.l@gmail.com,+1-707-451-6112,2025-12-07,Sedan,LBC5918,Oakland,4.43,False
DRV001105,Emily Paul,emilypaul@hotmail.com,+1-707-621-2218,2026-03-23,Economy,JMT7666,Downtown SF,4.69,True
DRV001106,Larry Casey,larry.casey@yahoo.com,+1-510-571-2857,2026-02-11,Sedan,5TID690,Marina,4.05,True
DRV001107,Charles Watkins,charles16@hotmail.com,+1-510-929-9993,2025-04-21,Sedan,WOX5874,Mission District,4.02,False
DRV001108,Bobby Baker,bbaker@gmail.com,+1-707-475-1852,2026-04-21,Sedan,2YPC588,Downtown SF,4.52,True
DRV001109,Patrick Bond,patrick.bond@hotmail.com,+1-650-805-5056,2026-03-01,Luxury,3EXS206,Oakland,4.11,False
DRV001110,Ethan Matthews,ethanmatthews@aol.com,+1-408-617-1086,2025-12-29,Sedan,WOS4072,North Beach,4.35,True
DRV001111,Jessica Schroeder,jessica.s@aol.com,+1-831-397-9647,2025-10-29,Sedan,3KPX394,Pacific Heights,3.61,True
DRV001112,Ashley Petersen,ashley.p@outlook.com,+1-415-317-7644,2025-02-13,Economy,TRO2965,Oakland,4.2,True
DRV001113,Eugene Baker,eugenebaker@aol.com,+1-415-948-2182,2026-02-08,Sedan,DFY1046,Oakland,4.34,True
DRV001114,Mark Thomas,mark.thomas@hotmail.com,+1-408-657-3365,2024-11-11,Sedan,2WIK775,Chinatown,3.22,True
DRV001115,Joan Collier,joancollier@yahoo.com,+1-831-561-4080,2026-03-23,Sedan,WRM5487,Haight-Ashbury,4.1,True
DRV001116,James Mueller,jamesmueller@gmail.com,+1-415-966-8516,2025-05-09,Luxury,FCH5643,Pacific Heights,4.59,True
DRV001117,Howard Thomas,howard.t@gmail.com,+1-209-556-5967,2026-03-05,Economy,LRH8812,Haight-Ashbury,4.19,True
DRV001118,Jeremy Richards,jeremyrichards@gmail.com,+1-408-860-8961,2025-12-31,SUV,9NYC838,Castro,4.87,True
DRV001119,Roy Russell,roy.r@hotmail.com,+1-831-220-2031,2024-12-08,Sedan,XGH5002,San Jose,1.85,False
DRV001120,Carl Ochoa,carl.o@yahoo.com,+1-209-741-1055,2025-08-16,Van,1IRO681,Castro,4.08,True
DRV001121,Deborah Gardner,deborah23@aol.com,+1-831-457-5455,2026-01-12,SUV,QRY6847,Mission District,4.94,True
DRV001122,Danielle Vazquez,danielle41@gmail.com,+1-707-565-8723,2025-11-26,Sedan,NML1269,Berkeley,3.62,True
DRV001123,Arthur Mcdonald,amcdonald@gmail.com,+1-408-678-7756,2025-11-15,Sedan,TCZ9987,North Beach,4.97,True
DRV001124,Jeffrey Berry,jeffrey37@gmail.com,+1-415-462-1191,2026-04-14,SUV,KZQ8370,Mountain View,4.4,True
DRV001125,Debra Harper,debra.harper@gmail.com,+1-925-812-9796,2026-02-19,Sedan,YGM5539,Chinatown,4.57,True
DRV001126,Ashley Miller,ashleymiller@outlook.com,+1-707-302-2453,2026-04-26,Economy,FOA6717,Mountain View,3.96,True
DRV001127,Evelyn Bean,evelynbean@gmail.com,+1-510-842-1349,2025-03-21,Economy,FVG1740,Berkeley,4.17,True
DRV001128,Rebecca Peters,rebecca26@outlook.com,+1-415-877-8364,2026-01-27,Sedan,3ASS475,Oakland,4.0,True
DRV001129,Johnny Holloway,jholloway@yahoo.com,+1-510-362-8761,2026-01-14,Sedan,3JNR530,Mission District,2.39,True
DRV001130,Kenneth Alvarado,kennethalvarado@outlook.com,+1-510-645-4756,2026-03-25,Sedan,ESS9697,Mountain View,3.68,False
DRV001131,Madison Cortez,madisoncortez@icloud.com,+1-408-659-7961,2026-01-24,SUV,8HGF851,San Jose,4.2,True
DRV001132,Jennifer Vazquez,jennifer61@outlook.com,+1-209-293-2889,2025-10-15,Sedan,DBT9741,Palo Alto,4.41,True
DRV001133,Jeremy Gaines,jeremy.g@aol.com,+1-650-254-9486,2025-03-18,Sedan,4UGB978,Financial District,4.46,True
DRV001134,Christopher Curtis,christopher.c@gmail.com,+1-707-737-9807,2026-04-16,Sedan,5IDE537,North Beach,3.52,False
DRV001135,Timothy Kennedy,timothy.kennedy@icloud.com,+1-650-839-8247,2026-03-08,Economy,9CTL797,Pacific Heights,4.93,False
DRV001136,Gregory Allen,gregory.allen@gmail.com,+1-415-940-1497,2025-11-15,Luxury,3TVP184,Berkeley,2.86,True
DRV001137,Betty Wiley,betty78@gmail.com,+1-415-936-3453,2026-01-03,Sedan,IRU9257,Oakland,3.87,True
DRV001138,Justin Lindsey,justin.lindsey@icloud.com,+1-650-814-9847,2025-06-08,Economy,8NTD944,San Jose,3.16,True
DRV001139,Danielle Rivera,drivera@outlook.com,+1-415-719-8121,2025-04-27,SUV,1PAG351,Haight-Ashbury,4.96,True
DRV001140,Debra Castillo,debra.c@hotmail.com,+1-650-614-7188,2025-04-26,SUV,GDH4733,Castro,4.27,True
DRV001141,Richard Hodge,richardhodge@icloud.com,+1-831-947-1686,2026-01-27,Economy,BMK4938,Haight-Ashbury,4.42,True
DRV001142,Amber Livingston,amber.l@hotmail.com,+1-415-990-9615,2026-04-10,Sedan,2BUY986,Haight-Ashbury,4.91,True
DRV001143,Sara Gibson,sara.g@aol.com,+1-415-467-5237,2026-04-17,Luxury,QOM5079,Chinatown,4.76,True
DRV001144,Kimberly Payne,kimberly.payne@outlook.com,+1-925-448-3537,2026-04-06,Sedan,DKR3799,Chinatown,4.38,True
DRV001145,Lori Barrera,lbarrera@hotmail.com,+1-650-221-4976,2025-11-14,Luxury,TDS9656,Haight-Ashbury,4.34,True
DRV001146,Helen Moody,hmoody@gmail.com,+1-831-498-7387,2025-07-26,Sedan,6TWB512,San Jose,4.95,True
DRV001147,Juan Espinoza,juan.e@aol.com,+1-650-500-4140,2026-02-11,SUV,XAC7181,Pacific Heights,3.56,True
DRV001148,Brenda Zimmerman,brenda.z@icloud.com,+1-415-990-4700,2026-04-15,Sedan,JON3923,Palo Alto,4.82,False
DRV001149,Frank Owens,frank.o@aol.com,+1-415-889-6569,2025-07-24,Sedan,1ZHF321,Marina,4.64,False
DRV001150,Alexander Arnold,alexander77@icloud.com,+1-707-925-3001,2025-11-21,Van,4UUC828,Financial District,3.66,True
DRV001151,Megan Herrera,megan.herrera@icloud.com,+1-408-446-2497,2024-11-22,SUV,FFK6292,Marina,3.08,True
DRV001152,Jose Nguyen,jose.nguyen@icloud.com,+1-209-976-6364,2026-03-24,SUV,CYW9592,Mountain View,4.47,True
DRV001153,Melissa Lane,melissa.lane@icloud.com,+1-510-542-7799,2026-04-09,Economy,3VNA804,Haight-Ashbury,4.46,True
DRV001154,Brittany Mcclure,brittany43@icloud.com,+1-510-942-7807,2025-06-25,Sedan,WRK6665,SOMA,4.94,True
DRV001155,Karen Morton,karen.morton@gmail.com,+1-925-311-9834,2026-04-29,Sedan,4KMV700,SOMA,4.34,True
DRV001156,Jose Pierce,josepierce@yahoo.com,+1-650-275-4934,2025-10-12,Sedan,6IBG137,Berkeley,4.47,True
DRV001157,Deborah Copeland,deborah.c@icloud.com,+1-831-965-1702,2025-12-19,Sedan,QUI9067,Mountain View,4.52,True
DRV001158,Christina Roberts,christina.roberts@gmail.com,+1-650-636-1294,2026-04-08,Van,YWB4328,Castro,3.73,True
DRV001159,Marilyn Castillo,mcastillo@yahoo.com,+1-209-274-6249,2026-02-20,Economy,FYT5161,Mountain View,4.76,True
DRV001160,Susan Schroeder,susan.s@yahoo.com,+1-831-785-2782,2026-02-22,Sedan,8LOX736,Marina,3.81,False
DRV001161,Shirley Zimmerman,shirley.zimmerman@yahoo.com,+1-925-767-1081,2026-02-20,Economy,ZUI4889,North Beach,4.06,False
DRV001162,Austin Velasquez,avelasquez@gmail.com,+1-408-439-7132,2026-03-31,Economy,DCJ1295,Financial District,4.55,True
DRV001163,Martha Espinoza,martha.e@aol.com,+1-510-496-5681,2025-03-10,Economy,YSL5181,Financial District,4.71,True
DRV001164,Julie Moon,julie.m@aol.com,+1-831-985-7158,2025-10-14,Sedan,RVQ8474,Mission District,4.87,False
DRV001165,Emma Freeman,emma78@icloud.com,+1-831-852-5066,2026-01-13,Sedan,2HUX683,Financial District,4.09,True
DRV001166,Deborah Mills,deborah.mills@yahoo.com,+1-408-501-3314,2025-12-21,Sedan,LOY1897,Haight-Ashbury,4.89,True
DRV001167,Jennifer Livingston,jenniferlivingston@outlook.com,+1-510-668-7843,2026-04-17,Economy,ALT6070,Chinatown,4.1,False
DRV001168,Emily Chapman,emily.c@yahoo.com,+1-707-886-6927,2026-01-04,SUV,XNR1286,Palo Alto,4.48,True
DRV001169,Larry Brown,lbrown@aol.com,+1-510-345-8113,2026-02-10,Sedan,9UUK881,Castro,4.13,True
DRV001170,Donna Kemp,donna94@gmail.com,+1-831-786-7198,2025-08-09,SUV,2YFO928,Haight-Ashbury,3.8,True
DRV001171,Alexis Webb,alexis.w@hotmail.com,+1-707-968-2969,2025-08-24,Van,4UKD701,San Jose,3.95,True
DRV001172,Roger Wise,roger.wise@gmail.com,+1-650-689-4665,2026-04-13,Economy,9LKX164,Downtown SF,3.45,True
DRV001173,Emma Oneal,emmaoneal@gmail.com,+1-510-884-4167,2026-04-17,Luxury,IZW1785,Mission District,4.84,True
DRV001174,Joseph Kline,joseph92@gmail.com,+1-925-844-2198,2026-01-24,Economy,ILU9549,Marina,4.68,False
DRV001175,Joan Odom,joanodom@gmail.com,+1-707-425-5584,2026-04-25,SUV,8LPK159,Berkeley,4.04,False
DRV001176,Emily Small,emilysmall@icloud.com,+1-650-552-1318,2026-02-07,Sedan,CWS8768,Mountain View,4.19,True
DRV001177,Richard Dixon,richard.d@gmail.com,+1-925-223-7509,2025-01-05,Sedan,RGZ4251,Marina,4.35,True
DRV001178,Daniel Castro,daniel50@aol.com,+1-650-407-6648,2025-12-11,SUV,KMY8606,Downtown SF,3.94,True
DRV001179,Kevin Coleman,kevin.c@yahoo.com,+1-415-588-2845,2026-03-19,Economy,7GNR235,North Beach,4.63,True
DRV001180,Lawrence Wilkerson,lawrence.wilkerson@yahoo.com,+1-408-658-2217,2026-02-25,SUV,OHP3763,Palo Alto,4.12,True
DRV001181,Richard Wells,richard60@icloud.com,+1-415-296-8064,2025-10-17,Sedan,1GFG204,Haight-Ashbury,4.22,True
DRV001182,Margaret Vargas,mvargas@aol.com,+1-650-391-2231,2025-08-25,Sedan,3QWX703,Chinatown,4.09,False
DRV001183,Anthony Cantu,anthony34@icloud.com,+1-831-375-9947,2026-04-14,Sedan,8URL876,Haight-Ashbury,3.75,False
DRV001184,Cynthia Durham,cynthia.durham@icloud.com,+1-650-756-6217,2026-02-04,Sedan,6FTY123,North Beach,3.8,False
DRV001185,Jesse Rivers,jrivers@outlook.com,+1-510-664-8836,2026-02-19,Sedan,KYG7636,Chinatown,3.76,False
DRV001186,Donna Taylor,donna.taylor@outlook.com,+1-650-286-3800,2025-12-20,SUV,6IEZ795,Palo Alto,4.16,True
DRV001187,Patricia Bryan,pbryan@gmail.com,+1-925-614-3463,2025-01-21,Sedan,NUE3273,Castro,4.84,True
DRV001188,Kyle Maddox,kyle.m@icloud.com,+1-925-440-8044,2025-10-22,Economy,OUW3594,SOMA,4.63,False
DRV001189,Elizabeth Clarke,elizabeth.c@aol.com,+1-408-878-9884,2026-04-07,Van,5NHD720,Castro,3.65,False
DRV001190,Billy Mclean,billy.mclean@aol.com,+1-510-490-6681,2026-04-27,Sedan,9NZT136,Berkeley,4.44,True
DRV001191,Lisa Davenport,lisadavenport@icloud.com,+1-831-658-7397,2025-12-21,Sedan,9TRA730,North Beach,3.98,True
DRV001192,Marie Brooks,marie.brooks@aol.com,+1-209-706-9719,2026-02-03,SUV,9DQX617,North Beach,3.97,True
DRV001193,Michelle Stevens,michelle.s@icloud.com,+1-408-705-1625,2026-02-16,SUV,NRA4051,Oakland,4.42,True
DRV001194,Jacob Espinoza,jacob16@gmail.com,+1-707-973-7392,2025-04-19,Sedan,6ROA227,SOMA,2.97,True
DRV001195,Sean Meyer,sean53@hotmail.com,+1-925-386-9578,2025-04-30,SUV,7FJV401,SOMA,4.47,True
DRV001196,Gabriel Marshall,gabriel.m@aol.com,+1-925-600-4640,2025-11-10,Economy,FYY2689,Castro,3.49,True
DRV001197,Eric Wood,eric97@yahoo.com,+1-707-939-8918,2026-02-26,SUV,6KZE703,Marina,4.69,True
DRV001198,Jeffrey Allison,jeffrey.a@aol.com,+1-707-304-4662,2026-03-22,Sedan,YCS7049,Castro,4.44,True
DRV001199,Diana Rojas,diana76@outlook.com,+1-707-216-6250,2026-04-29,Economy,UHG1124,Marina,2.71,True
DRV001200,Danielle West,danielle.w@icloud.com,+1-510-315-8884,2026-02-01,SUV,EFV6465,Financial District,4.6,True
DRV001201,Elizabeth Price,elizabethprice@outlook.com,+1-925-290-6328,2025-04-02,Sedan,2IIC846,SOMA,4.37,True
DRV001202,Jason Glenn,jason.g@gmail.com,+1-408-636-8329,2026-01-29,Sedan,BYG3452,Berkeley,4.09,False
DRV001203,Margaret Houston,margaret.houston@hotmail.com,+1-650-667-7273,2025-05-25,Economy,YDP8747,Chinatown,4.33,True
DRV001204,Deborah Ford,deborah.ford@hotmail.com,+1-707-332-4850,2026-03-17,Sedan,NWJ3667,Mountain View,4.07,True
DRV001205,Frank Barron,fbarron@gmail.com,+1-707-991-9297,2025-12-30,Luxury,8OHW241,North Beach,4.49,True
